Operado,Operacion,Especie,Cantidad,Precio,Importe,mep,Precio_usd,Inversion_usd,Ticker,tipo,Posicion_Acum,Es_Cierre,ID_Trade,Estado_Trade,Posicion_Acum_Redondeada,Estado_Trade_Corregido,Precio_Actual_ARS,Precio_Actual_USD,Valor_Actual_USD_Fila
2023-11-09,Compra,INVERSORA JURAMENTO SA,190.0,182.506,-34676.23,863.3,0.21,39.9,INJU,Acción Arg,475.0,False,1,Cerrado,475.0,Cerrado,,,
2023-12-07,Venta,INVERSORA JURAMENTO SA,-475.0,367.921,174762.27,986.37,0.37,-175.75,INJU,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,,,
2024-10-04,Compra,INVERSORA JURAMENTO SA,300.0,405.124,-121537.3,1187.52,0.34,102.0,INJU,Acción Arg,300.0,False,2,Cerrado,300.0,Cerrado,,,
2025-02-25,Venta,INVERSORA JURAMENTO SA,-300.0,355.395,106618.46,1211.96,0.29,-87.0,INJU,Acción Arg,0.0,True,2,Cerrado,0.0,Cerrado,,,
2023-07-11,Compra,IRSA ESCRIT. ORD. 1 V,0.955626084,431.60186489844705,-412.45,484.06,0.8894692330311068,0.85,IRSA,Acción Arg,0.955626084,True,1,Abierto,0.0,Cerrado,2120.0,1.4791970471877813,0.0
2023-07-27,Compra,IRSA ESCRIT. ORD. 1 V,267.57530352,440.2004162958783,-117786.89,505.75,0.8685405451950807,232.4,IRSA,Acción Arg,268.530929604,False,2,Abierto,268.53,Cerrado,2120.0,1.4791970471877813,397.2087830813349
2023-08-03,Compra,IRSA ESCRIT. ORD. 1 V,28.668782519999997,444.92297470607764,-12755.4,513.99,0.8685405451950807,24.9,IRSA,Acción Arg,297.199712124,False,2,Abierto,297.2,Cerrado,2120.0,1.4791970471877813,439.6173624242086
2023-08-03,Venta,IRSA ESCRIT. ORD. 1 V,-28.668782519999997,443.49668463005247,12714.51,513.99,0.8580762012770677,-24.6,IRSA,Acción Arg,268.530929604,False,2,Abierto,268.53,Cerrado,2120.0,1.4791970471877813,397.2087830813349
2023-08-04,Compra,IRSA ESCRIT. ORD. 1 V,25.801904267999998,444.76810241609104,-11475.86,514.71,0.8685405451950807,22.41,IRSA,Acción Arg,294.332833872,False,2,Abierto,294.33,Cerrado,2120.0,1.4791970471877813,435.3720668987797
2023-08-04,Venta,IRSA ESCRIT. ORD. 1 V,-25.801904267999998,444.57765135678324,11470.95,514.71,0.8685405451950807,-22.41,IRSA,Acción Arg,268.530929604,False,2,Abierto,268.53,Cerrado,2120.0,1.4791970471877813,397.2087830813349
2023-08-14,Compra,IRSA ESCRIT. ORD. 1 V,4.778130419999999,483.96753473296786,-2312.46,621.14,0.7743614499329636,3.7,IRSA,Acción Arg,273.309060024,False,2,Abierto,273.31,Cerrado,2120.0,1.4791970471877813,404.2793449668925
2023-08-14,Venta,IRSA ESCRIT. ORD. 1 V,-4.778130419999999,490.45333509335234,2343.45,621.14,0.7848257938509766,-3.75,IRSA,Acción Arg,268.530929604,False,2,Abierto,268.53,Cerrado,2120.0,1.4791970471877813,397.2087830813349
2023-12-07,Venta,IRSA ESCRIT. ORD. 1 V,-268.324,860.0511583011584,230772.48,986.37,0.8687258687258688,-233.1,IRSA,Acción Arg,0.20692960399998128,True,2,Abierto,0.0,Cerrado,2120.0,1.4791970471877813,0.0
2024-07-22,Compra,IRSA ESCRIT. ORD. 1 V,82.88,1224.4401544401544,-101481.64,1333.37,0.9169884169884169,76.0,IRSA,Acción Arg,83.08692960399998,False,3,Abierto,83.09,Cerrado,2120.0,1.4791970471877813,122.90648265083276
2024-08-16,Venta,IRSA ESCRIT. ORD. 1 V,-82.88,1328.3397683397684,110092.76,1295.3,1.0231660231660231,-84.8,IRSA,Acción Arg,0.20692960399998128,True,3,Abierto,0.0,Cerrado,2120.0,1.4791970471877813,0.0
2024-07-22,Compra,ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC.,60.0,1845.12,-110707.24,1333.37,1.38,82.8,LOMA,Acción Arg,60.0,False,1,Cerrado,60.0,Cerrado,3152.5,2.199607873235604,131.97647239413624
2024-10-04,Compra,ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC.,50.0,2040.66,-102033.18,1187.52,1.72,86.0,LOMA,Acción Arg,110.0,False,1,Cerrado,110.0,Cerrado,3152.5,2.199607873235604,241.95686605591646
2025-05-20,Venta,ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC.,-110.0,3056.47,336211.71,1153.33,2.65,-291.5,LOMA,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,3152.5,2.199607873235604,0.0
2024-11-22,Compra,"LONGVIE ""B""",1007.0,41.916,-42209.74,1080.4,0.04,40.28,LONG,Acción Arg,1007.0,False,1,Abierto,1007.0,Abierto,17.5,0.012210352983861401,12.295825454748432
2025-01-17,Compra,"LONGVIE ""B""",3000.0,32.39,-97169.67,1165.84,0.03,90.0,LONG,Acción Arg,4007.0,False,1,Abierto,4007.0,Abierto,17.5,0.012210352983861401,48.92688440633263
2024-01-31,Compra,METRO GAS,88.0,1148.19,-101040.42,1175.67,0.98,86.24,METR,Acción Arg,88.0,False,1,Cerrado,88.0,Cerrado,2008.0,1.4010507880910683,123.29246935201401
2024-09-16,Venta,METRO GAS,-88.0,1226.58,107938.77,1217.53,1.01,-88.88,METR,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,2008.0,1.4010507880910683,0.0
2023-08-02,Compra,MIRGOR,4.0,9154.91,-36619.63,512.54,17.86,71.44,MIRG,Acción Arg,4.0,False,1,Cerrado,4.0,Cerrado,18625.0,12.995304247109635,51.98121698843854
2023-08-07,Compra,MIRGOR,4.0,8997.47,-35989.89,516.7,17.41,69.64,MIRG,Acción Arg,8.0,False,1,Cerrado,8.0,Cerrado,18625.0,12.995304247109635,103.96243397687708
2023-08-18,Compra,MIRGOR,4.0,9251.42,-37005.69,657.48,14.07,56.28,MIRG,Acción Arg,12.0,False,1,Cerrado,12.0,Cerrado,18625.0,12.995304247109635,155.9436509653156
2023-08-29,Compra,MIRGOR,4.0,10012.79,-40051.15,671.02,14.92,59.68,MIRG,Acción Arg,16.0,False,1,Cerrado,16.0,Cerrado,18625.0,12.995304247109635,207.92486795375416
2023-12-06,Compra,MIRGOR,12.4,10761.48,-133442.34,936.93,11.49,142.48,MIRG,Acción Arg,28.4,False,1,Cerrado,28.4,Cerrado,18625.0,12.995304247109635,369.0666406179136
2024-10-22,Venta,MIRGOR,-28.0,21539.89,603116.84,1161.97,18.54,-519.12,MIRG,Acción Arg,0.3999999999999986,False,1,Cerrado,0.4,Cerrado,18625.0,12.995304247109635,5.198121698843854
2025-10-30,Venta,MIRGOR,-0.4,20400.5,8160.2,1470.6,13.87,-5.55,MIRG,Acción Arg,-1.4432899320127035e-15,True,1,Cerrado,-0.0,Cerrado,18625.0,12.995304247109635,-0.0
2024-01-31,Compra,MOLINOS AGRO S.A.,8.0,24568.18,-196545.47,1175.67,20.9,167.2,MOLA,Acción Arg,8.0,False,1,Cerrado,8.0,Cerrado,25750.0,17.96666224768178,143.73329798145423
2024-03-05,Venta,MOLINOS AGRO S.A.,-8.0,18647.96,149183.66,1016.08,18.35,-146.8,MOLA,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,25750.0,17.96666224768178,0.0
2025-03-14,Compra,"MOLINOS R.L.P. ""B""",40.0,3715.31,-148612.44,1237.78,3.0,120.0,MOLI,Acción Arg,40.0,False,1,Abierto,40.0,Abierto,2685.0,1.8734170149524494,74.93668059809798
2025-05-21,Compra,"MOLINOS R.L.P. ""B""",13.0,3760.44,-48885.68,1148.8,3.27,42.51,MOLI,Acción Arg,53.0,False,1,Abierto,53.0,Abierto,2685.0,1.8734170149524494,99.29110179247982
2025-05-21,Compra,MORIXE HNOS SACI,1100.0,265.737,-292311.24,1148.8,0.23,253.0,MORI,Acción Arg,1100.0,False,1,Abierto,1100.0,Abierto,29.100000381469727,0.02030407294218553,22.334480236404083
2024-12-09,Compra,GRUPO CONCESIONARIO DEL OESTE B 1 V,132.0,1143.17,-150898.78,1049.31,1.09,143.88,OEST,Acción Arg,132.0,False,1,Cerrado,132.0,Cerrado,786.0,0.5484192825894321,72.39134530180503
2025-01-17,Compra,GRUPO CONCESIONARIO DEL OESTE B 1 V,95.0,1047.91,-99551.28,1165.84,0.9,85.5,OEST,Acción Arg,227.0,False,1,Cerrado,227.0,Cerrado,786.0,0.5484192825894321,124.49117714780108
2025-03-12,Venta,GRUPO CONCESIONARIO DEL OESTE B 1 V,-227.0,823.701,186980.19,1229.34,0.67,-152.09,OEST,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,786.0,0.5484192825894321,0.0
2025-05-20,Compra,GRUPO CONCESIONARIO DEL OESTE B 1 V,250.0,882.449,-220612.26,1153.33,0.77,192.5,OEST,Acción Arg,250.0,False,2,Abierto,250.0,Abierto,786.0,0.5484192825894321,137.10482064735803
2025-07-14,Compra,GRUPO CONCESIONARIO DEL OESTE B 1 V,102.0,731.029,-74564.95,1295.84,0.56,57.12,OEST,Acción Arg,352.0,False,2,Abierto,352.0,Abierto,786.0,0.5484192825894321,193.0435874714801
2023-08-29,Compra,IMP. Y E. PATAGONIA,150.0,350.974,-52646.11,671.02,0.52,78.0,PATA,Acción Arg,150.0,False,1,Cerrado,150.0,Cerrado,1295.0,0.9035661208057437,135.53491812086156
2023-11-16,Venta,IMP. Y E. PATAGONIA,-150.0,465.7,69855.04,857.14,0.54,-81.0,PATA,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,1295.0,0.9035661208057437,0.0
2025-01-07,Compra,SAN MIGUEL S.A. ESCRIT. CLASE B 1,144.0,1228.41,-176890.92,1164.37,1.05,151.2,SAMI,Acción Arg,144.0,False,1,Cerrado,144.0,Cerrado,542.0,0.37817207527159313,54.45677883910941
2025-01-17,Venta,SAN MIGUEL S.A. ESCRIT. CLASE B 1,-144.0,1101.93,158677.16,1165.84,0.95,-136.8,SAMI,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,542.0,0.37817207527159313,0.0
2023-08-04,Compra,TRANSPORTADORA DE GAS DEL NORTE,72.0,667.853,-48085.45,514.71,1.3,93.6,TGNO4,Acción Arg,72.0,False,1,Cerrado,72.0,Cerrado,4387.5,3.0613099266681085,220.41431472010382
2023-11-09,Compra,TRANSPORTADORA DE GAS DEL NORTE,45.0,829.301,-37318.56,863.3,0.96,43.2,TGNO4,Acción Arg,117.0,False,1,Cerrado,117.0,Cerrado,4387.5,3.0613099266681085,358.17326142016867
2023-12-21,Venta,TRANSPORTADORA DE GAS DEL NORTE,-117.0,1650.39,193096.11,971.88,1.7,-198.9,TGNO4,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,4387.5,3.0613099266681085,0.0
2024-03-05,Compra,TRANSPORTADORA DE GAS DEL NORTE,45.0,1652.59,-74366.39,1016.08,1.63,73.35,TGNO4,Acción Arg,45.0,False,2,Cerrado,45.0,Cerrado,4387.5,3.0613099266681085,137.75894670006488
2024-10-24,Compra,TRANSPORTADORA DE GAS DEL NORTE,45.0,3028.41,-136278.21,1160.0,2.61,117.45,TGNO4,Acción Arg,90.0,False,2,Cerrado,90.0,Cerrado,4387.5,3.0613099266681085,275.51789340012976
2024-10-30,Venta,TRANSPORTADORA DE GAS DEL NORTE,-90.0,3290.82,296173.45,1138.32,2.89,-260.1,TGNO4,Acción Arg,0.0,True,2,Cerrado,0.0,Cerrado,4387.5,3.0613099266681085,0.0
2023-02-08,Compra,TRANS. DE GAS DEL SUR,184.0,841.535,-154842.53,354.95,2.37,436.08,TGSU2,Acción Arg,184.0,False,1,Cerrado,184.0,Cerrado,9605.0,6.701739451999358,1233.120059167882
2023-03-07,Venta,TRANS. DE GAS DEL SUR,-184.0,801.358,147449.85,366.97,2.18,-401.12,TGSU2,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,9605.0,6.701739451999358,0.0
2023-12-21,Compra,TRANS. DE GAS DEL SUR,73.0,2763.72,-201751.57,971.88,2.84,207.32,TGSU2,Acción Arg,73.0,False,2,Cerrado,73.0,Cerrado,9605.0,6.701739451999358,489.2269799959531
2024-01-31,Venta,TRANS. DE GAS DEL SUR,-73.0,3731.59,272405.78,1175.67,3.17,-231.41,TGSU2,Acción Arg,0.0,True,2,Cerrado,0.0,Cerrado,9605.0,6.701739451999358,0.0
2023-08-14,Compra,TRANSENER S.A. ESCRIT. B 1 VOTO,170.0,359.999,-61199.85,621.14,0.58,98.6,TRAN,Acción Arg,170.0,False,1,Cerrado,170.0,Cerrado,3765.0,2.626970227670753,446.584938704028
2023-12-06,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-170.0,997.217,169526.89,936.93,1.06,-180.2,TRAN,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,3765.0,2.626970227670753,0.0
2024-03-05,Compra,TRANSENER S.A. ESCRIT. B 1 VOTO,73.0,1014.32,-74044.99,1016.08,1.0,73.0,TRAN,Acción Arg,73.0,False,2,Cerrado,73.0,Cerrado,3765.0,2.626970227670753,191.76882661996495
2024-08-12,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-73.0,1715.21,125210.56,1284.35,1.34,-97.82,TRAN,Acción Arg,0.0,True,2,Cerrado,0.0,Cerrado,3765.0,2.626970227670753,0.0
2024-09-16,Compra,TRANSENER S.A. ESCRIT. B 1 VOTO,65.0,1865.18,-121236.46,1217.53,1.53,99.45,TRAN,Acción Arg,65.0,False,3,Cerrado,65.0,Cerrado,3765.0,2.626970227670753,170.75306479859893
2024-11-19,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-32.0,2208.84,70682.75,1075.12,2.05,-65.6,TRAN,Acción Arg,33.0,False,3,Cerrado,33.0,Cerrado,3765.0,2.626970227670753,86.69001751313485
2025-01-17,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-33.0,2413.27,79637.75,1165.84,2.07,-68.31,TRAN,Acción Arg,0.0,True,3,Cerrado,0.0,Cerrado,3765.0,2.626970227670753,0.0
2025-03-12,Compra,TRANSENER S.A. ESCRIT. B 1 VOTO,90.0,2246.23,-202161.05,1229.34,1.83,164.7,TRAN,Acción Arg,90.0,False,4,Cerrado,90.0,Cerrado,3765.0,2.626970227670753,236.42732049036778
2025-04-24,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-45.0,2333.49,105006.95,1186.53,1.97,-88.65,TRAN,Acción Arg,45.0,False,4,Cerrado,45.0,Cerrado,3765.0,2.626970227670753,118.21366024518389
2025-05-20,Venta,TRANSENER S.A. ESCRIT. B 1 VOTO,-45.0,2747.33,123629.98,1153.33,2.38,-107.1,TRAN,Acción Arg,0.0,True,4,Cerrado,0.0,Cerrado,3765.0,2.626970227670753,0.0
2024-09-16,Compra,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,125.0,862.393,-107799.17,1217.53,0.71,88.75,TXAR,Acción Arg,125.0,False,1,Cerrado,125.0,Cerrado,631.0,0.4402704418752311,55.03380523440389
2024-11-28,Venta,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,-125.0,935.39,116923.69,1075.15,0.87,-108.75,TXAR,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,631.0,0.4402704418752311,0.0
2025-01-24,Compra,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,250.0,812.254,-203063.56,1155.75,0.7,175.0,TXAR,Acción Arg,250.0,False,2,Abierto,250.0,Abierto,631.0,0.4402704418752311,110.06761046880779
2025-02-28,Compra,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,300.0,718.995,-215698.62,1228.48,0.59,177.0,TXAR,Acción Arg,550.0,False,2,Abierto,550.0,Abierto,631.0,0.4402704418752311,242.1487430313771
2025-03-14,Compra,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,67.0,752.087,-50389.85,1237.78,0.61,40.87,TXAR,Acción Arg,617.0,False,2,Abierto,617.0,Abierto,631.0,0.4402704418752311,271.6468626370176
2025-07-14,Compra,TERNIUM ARG S.A.ORDS. A 1 VOTO ESC,115.0,651.809,-74958.04,1295.84,0.5,57.5,TXAR,Acción Arg,732.0,False,2,Abierto,732.0,Abierto,631.0,0.4402704418752311,322.27796345266916
2022-12-20,Compra,Y.P.F. S.A.,35.0,2735.59,-95745.72,325.01,8.42,294.7,YPFD,Acción Arg,35.0,False,1,Cerrado,35.0,Cerrado,60100.0,41.93384081886116,1467.6844286601404
2023-01-12,Venta,Y.P.F. S.A.,-17.0,3571.02,60707.38,342.38,10.43,-177.31,YPFD,Acción Arg,18.0,False,1,Cerrado,18.0,Cerrado,60100.0,41.93384081886116,754.8091347395008
2023-01-18,Venta,Y.P.F. S.A.,-18.0,4224.91,76048.37,340.3,12.42,-223.56,YPFD,Acción Arg,0.0,True,1,Cerrado,0.0,Cerrado,60100.0,41.93384081886116,0.0
2023-03-16,Compra,Y.P.F. S.A.,29.0,3870.74,-112251.53,388.76,9.96,288.84,YPFD,Acción Arg,29.0,False,2,Cerrado,29.0,Cerrado,60100.0,41.93384081886116,1216.0813837469736
2023-06-06,Venta,Y.P.F. S.A.,-14.0,6127.9,85790.58,471.8,12.99,-181.86,YPFD,Acción Arg,15.0,False,2,Cerrado,15.0,Cerrado,60100.0,41.93384081886116,629.0076122829173
2023-06-22,Venta,Y.P.F. S.A.,-15.0,7492.08,112381.12,480.58,15.59,-233.85,YPFD,Acción Arg,0.0,True,2,Cerrado,0.0,Cerrado,60100.0,41.93384081886116,0.0
2023-12-06,Compra,Y.P.F. S.A.,11.0,15644.02,-172084.19,936.93,16.7,183.7,YPFD,Acción Arg,11.0,False,3,Cerrado,11.0,Cerrado,60100.0,41.93384081886116,461.27224900747274
2024-02-05,Venta,Y.P.F. S.A.,-11.0,21140.0,232540.04,1209.52,17.48,-192.28,YPFD,Acción Arg,0.0,True,3,Cerrado,0.0,Cerrado,60100.0,41.93384081886116,0.0
2024-09-12,Compra,Y.P.F. S.A.,6.0,29331.4,-175988.42,1239.48,23.66,141.96,YPFD,Acción Arg,6.0,False,4,Cerrado,6.0,Cerrado,60100.0,41.93384081886116,251.60304491316694
2024-09-20,Compra,Y.P.F. S.A.,3.0,29030.57,-87091.71,1200.1,24.19,72.57,YPFD,Acción Arg,9.0,False,4,Cerrado,9.0,Cerrado,60100.0,41.93384081886116,377.4045673697504
2024-09-26,Compra,Y.P.F. S.A.,6.0,27384.33,-164306.0,1210.95,22.61,135.66,YPFD,Acción Arg,15.0,False,4,Cerrado,15.0,Cerrado,60100.0,41.93384081886116,629.0076122829173
2024-09-27,Venta,Y.P.F. S.A.,-15.0,26625.69,399385.41,1207.75,22.05,-330.75,YPFD,Acción Arg,0.0,True,4,Cerrado,0.0,Cerrado,60100.0,41.93384081886116,0.0
2024-10-04,Compra,Y.P.F. S.A.,7.0,27551.46,-192860.24,1187.52,23.2,162.4,YPFD,Acción Arg,7.0,False,5,Cerrado,7.0,Cerrado,60100.0,41.93384081886116,293.5368857320281
2024-11-19,Venta,Y.P.F. S.A.,-7.0,39140.77,273985.36,1075.12,36.41,-254.87,YPFD,Acción Arg,0.0,True,5,Cerrado,0.0,Cerrado,60100.0,41.93384081886116,0.0
2025-03-12,Compra,Y.P.F. S.A.,4.0,41891.26,-167565.04,1229.34,34.08,136.32,YPFD,Acción Arg,4.0,False,6,Abierto,4.0,Abierto,60100.0,41.93384081886116,167.73536327544463
2025-03-14,Compra,Y.P.F. S.A.,2.0,44348.08,-88696.16,1237.78,35.83,71.66,YPFD,Acción Arg,6.0,False,6,Abierto,6.0,Abierto,60100.0,41.93384081886116,251.60304491316694
2025-03-21,Compra,Y.P.F. S.A.,2.0,47180.94,-94361.88,1287.22,36.65,73.3,YPFD,Acción Arg,8.0,False,6,Abierto,8.0,Abierto,60100.0,41.93384081886116,335.47072655088925
2025-04-04,Compra,Y.P.F. S.A.,4.0,40286.81,-161147.23,1340.44,30.05,120.2,YPFD,Acción Arg,12.0,False,6,Abierto,12.0,Abierto,60100.0,41.93384081886116,503.2060898263339
